product,RetailPrice,Unnamed: 0,energy_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,g_sum,other_carbs,reconstructed_energy,boxcox_carbohydrates_100g,transformed_carbohydrates_100g,boxcox_fat_100g,transformed_fat_100g,boxcox_proteins_100g,transformed_proteins_100g,boxcox_sugars_100g,transformed_sugars_100g,boxcox_other_carbs,transformed_other_carbs,boxcox_salt_100g,transformed_salt_100g,boxcox_energy_100g,transformed_energy_100g,boxcox_reconstructed_energy,transformed_reconstructed_energy,boxcox_g_sum,transformed_g_sum,cluster,category,certainty,alternative_cluster,alternative_category,anomaly
Tiramisu,17.0206769264,230973,1042.0,14.0,26.9,18.8,3.2,0.139954,44.0,8.099999999999998,1029.7,0.3493932436838082,-0.1361161049206933,-0.2219033418993675,0.6318071961173679,-1.260283708643494,-0.3045614783491467,0.0099518161372164,0.7180689861700651,-0.7013558819663084,-0.0593218622408846,-4.033450204496083,-0.7198222767063498,0.6495107022979957,0.0049826260834983,0.6326098162508648,-0.015421623154919,1.4307486937492913,-0.3272194601763923,2,ice cream,1.0,6,strange cluster 6,0
"Cheese, Muenster",10.888049583519999,49203,1494.0,28.57,0.0,0.0,21.43,1.63322,52.0,0.0,1421.4,-1.093501186750432,-1.1905633743594268,0.4288193403267383,1.2330566225999668,0.1595443214202125,1.574168159964445,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-2.375438812383067,0.9167376411273896,1.1453889333167406,0.5712332672669328,1.0652008379159106,0.4758439619317633,1.9111163379672695,-0.0848444432590063,14,cheese,1.0,4,creams & dips,0
"Cheese, Provolone",11.50979720976,49197,1456.0,26.09,0.0,0.0,26.09,2.2098,54.0,0.0,1408.86,-1.093501186750432,-1.1905633743594268,0.3425823535927961,1.1533760762910648,0.3455164203176255,1.8202481687400704,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-2.105032265005504,1.183645648553049,1.1053557266148073,0.525518760064172,1.0518695341689404,0.4607044643295809,2.0335392511940102,-0.023074555087807,14,cheese,1.0,4,creams & dips,0
Mortadella,,332428,1230.0,26.0,0.0,0.0,15.0,2.0,43.0,0.0,1217.0,-1.093501186750432,-1.1905633743594268,0.3393185149294545,1.1503603813136702,-0.1612054345947371,1.1497491033269305,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-2.195139441731878,1.094704285157705,0.8613278887611736,0.246859784921535,0.8438686749553745,0.2244913700152804,1.3718148339004297,-0.3569552166325306,14,cheese,1.0,4,creams & dips,0
Pepperoni,13.85772547936,35258,2092.0,46.43,0.0,0.0,17.86,4.445,69.0,0.0,2021.53,-1.093501186750432,-1.1905633743594268,0.9042321293123526,1.672324646487249,-0.0070221482538309,1.3537658600381317,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-1.4546252747318984,1.8256376249797743,1.744604158767867,1.2554859413992447,1.6721559247577118,1.165123514500824,2.978139052238209,0.4535341330992698,14,cheese,0.9669,6,strange cluster 6,1
Falafel,17.02024147808,283552,1443.0,5.8,47.0,5.3,19.0,3.02,75.0,41.7,1336.6,1.2953469271877898,0.5551737479939786,-0.9197866740865412,-0.0130173423386385,0.0489093819851182,1.4277749804042312,-1.0758791208412977,-0.1588099251436582,0.8516921717609853,1.2873581453453329,-1.8180373449146616,1.4669274070963312,1.091597905410015,0.5098085017967419,0.9744403228427658,0.3727731275705704,3.367849956003392,0.6501672494840076,16,grains & flours,0.9558,6,strange cluster 6,0
Hoisin sauce,7.79795408352,3941,736.0,0.0,41.18,41.18,0.0,3.73634,45.0,0.0,700.06,1.026565138835625,0.3587517389925955,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,0.7642826351356012,1.3272400502901345,-1.9763648948769852,-1.1649084814431685,-1.6188933042696136,1.6634949073833996,0.2830023030529291,-0.4135387025202328,0.2357672050477106,-0.4660900554993092,1.4899393638567298,-0.2973541271521476,12,strange cluster 12,1.0,6,strange cluster 6,0
Worcestershire sauce,4.7789999528000005,294640,418.0,0.2,23.7,23.7,1.0,2.9000000000000097,28.0,0.0,427.2999999999999,0.1932222586689315,-0.250243698208953,-2.0898332244935567,-1.0941073928399372,-1.7280266627688428,-0.9234833001617632,0.2279111918151035,0.8940853194188445,-1.9763648948769852,-1.1649084814431685,-1.85566778147101,1.429783835917233,-0.1380484615049651,-0.8943427598224988,-0.1263266103404245,-0.8772965326662272,0.5222563806637902,-0.7856097002432156,2,ice cream,0.9999,6,strange cluster 6,0
Brazil nuts,12.62801942368,301263,2883.0,68.0,3.1,2.4,14.0,0.01,85.0,0.7000000000000002,2806.7,-0.891581534226079,-1.0430032883549052,1.2928305461786598,2.031378636235418,-0.2206723145707148,1.0710619753485555,-1.6200393632211667,-0.5982546164563293,-1.7422078808651669,-0.961866103811,-4.504870428187562,-1.1851432306030891,2.4697969832506717,2.0835942876789004,2.3967922675976325,1.9880460420422503,4.030804381408493,0.984668525760857,0,nuts and seeds,1.0,6,strange cluster 6,0
Pecans,16.38128457136,122892,2841.0,71.43,14.29,3.57,10.71,0.0,96.0,10.72,3067.9100000000003,-0.2797455284280586,-0.5958820076497978,1.343821110629392,2.0784924813024843,-0.4432207271201269,0.7765838485873444,-1.363635088910803,-0.3911915339297849,-0.4937930769764604,0.120660128095795,-4.552555808837864,-1.2322116542642032,2.432809559344796,2.0413578046225713,2.6248158492290816,2.246997644441598,4.7778447209818635,1.3615963166340976,0,nuts and seeds,1.0,6,strange cluster 6,0
Pistachio nuts,15.753386237600001,300323,2553.0,49.0,15.0,6.2,26.0,0.02,90.0,8.8,2510.0,-0.2431710714799325,-0.5691539009728944,0.958345945238762,1.722324287930873,0.3421969412938026,1.815855803260755,-0.953675643731996,-0.0601226909554907,-0.6421854151756761,-0.0080139297688345,-4.459392956939785,-1.1402541502490051,2.1749229375192702,1.7468732803446467,2.130489285206276,1.685623005264302,4.368161266842993,1.1548858203654866,0,nuts and seeds,1.0,6,strange cluster 6,0
Walnuts,15.138025186719998,96588,2736.0,64.29,14.29,3.57,14.29,0.0101599999999999,93.0,10.72,2864.59,-0.2797455284280586,-0.5958820076497978,1.2349330870006603,1.977883015018581,-0.2030902148913817,1.0943267729662394,-1.363635088910803,-0.3911915339297849,-0.4937930769764604,0.120660128095795,-4.5041259669870595,-1.1844084012967764,2.339667874064065,1.934997945060344,2.4478202544736756,2.0459952193783097,4.572356030655142,1.2579146357512148,0,nuts and seeds,1.0,6,strange cluster 6,0
Peanut butter,4.7730125384,295729,2763.0,58.2,6.8,4.6,26.9,0.85,93.0,2.2,2726.3,-0.6791757791124851,-0.8877801037833233,1.132862164937517,1.883572358532673,0.3749684500228498,1.859219368029054,-1.1824889826596068,-0.2449043035435575,-1.4097334587903818,-0.6735706733075245,-2.9253371841694475,0.3739538952324261,2.3637120237302094,1.9624543130021137,2.325434188687545,1.907009296870111,4.572356030655142,1.2579146357512148,0,nuts and seeds,1.0,6,strange cluster 6,0
Bruschetta,5.77376349616,70263,490.0,8.33,6.67,3.33,3.33,1.18618,20.0,3.34,478.21,-0.6864020195743057,-0.8930609402482484,-0.6498867139889212,0.2363626172798339,-1.238676399723622,-0.275970486473786,-1.4110697226637512,-0.4294980774139788,-1.2255951390761584,-0.513900537412807,-2.651448171931161,0.6442993111303288,-0.0380561929234026,-0.7801601184886113,-0.055720682677609,-0.7971139569152249,0.1009744701171686,-0.9981723310214704,4,creams & dips,0.9997,1,beans & peas,0
Brioche,13.405494255359999,38428,1230.0,5.88,50.0,8.82,5.88,1.19634,63.0,41.18,1167.52,1.432576881359045,0.65545949822557,-0.9100493030660748,-0.0040202858329771,-0.8893445597157986,0.1862686492051116,-0.6646694749137064,0.1732685360264187,0.8363369951797086,1.2740433549463277,-2.64424208965936,0.6514121605755984,0.8613278887611736,0.246859784921535,0.7889053779530575,0.1620731160344022,2.594966417511206,0.260199975517886,13,"pizza, tortillas",0.9963,16,grains & flours,0
Scone,6.56242390656,207,1920.0,25.88,52.94,30.59,3.53,0.4191,83.0,22.35,1917.55,1.566268116061905,0.7531592012716886,0.334951192229895,1.1463250981737134,-1.2063431665483837,-0.2331868519894752,0.4730158237415655,1.092023207797392,0.1585185374814017,0.6862929865243617,-3.445201965262257,-0.1391848367913828,1.5775975072870547,1.0647785911519343,1.5708696114730103,1.0500992133362712,3.8969316497568096,0.917121500082896,3,cookies,1.0,15,chocolate,0
Cap'n Crunch,5.50223425312,25294,1700.0,5.56,85.2,44.4,3.7,2.07,97.0,40.8,1717.0200000000002,2.99227683239659,1.7952666246695432,-0.9495786509997826,-0.040544289719036,-1.179677066510983,-0.1979020207157526,0.8389351420074102,1.3875267917369636,0.8250318993189367,1.264240473095371,-2.1641583306127044,1.1252845603649675,1.3579803959165455,0.8139945834068887,1.3712460199080252,0.8233996389211291,4.846622944294866,1.3962991598411485,16,grains & flours,0.9999,6,strange cluster 6,0
Cheerios,6.33756928032,13152,1490.0,7.14,71.4,3.57,0.0,1.27,80.0,67.83000000000001,1477.9800000000002,2.3903734400099297,1.355403960304682,-0.7679399807423405,0.1272847245482148,-2.0567176527571847,-1.3584102713598358,-1.363635088910803,-0.3911915339297849,1.496176753308209,1.8462040220612737,-2.593507370741531,0.7014904699397241,1.141187528000125,0.566435620777153,1.1249765505561478,0.5437273644377851,3.697304862517907,0.8163975097880024,6,strange cluster 6,1.0,16,grains & flours,1
Cinnamon Toast Crunch,6.03732766368,68377,1750.0,9.68,80.6,32.3,3.23,1.8,95.0,48.3,1783.27,2.792807178566185,1.649496963784471,-0.53068651251471,0.346500245382487,-1.2552546071804755,-0.2979069245774234,0.5258705437621884,1.134706822503051,1.0360869698496022,1.4472506789297706,-2.2893810686122316,1.001681963430909,1.408528243761553,0.8717159138913402,1.4378528409810818,0.8990406885186757,4.709206720446887,1.3269642244416198,3,cookies,0.5542,16,grains & flours,0
Corn Puffs,7.751161532799999,35761,2372.0,36.67,53.33,0.0,3.33,1.778,95.0,53.33,2320.01,1.5839462527442625,0.7660781387630935,0.6703202110323544,1.4561966236678052,-1.238676399723622,-0.275970486473786,-2.5559505131365374,-1.354063575545146,1.1653109923497846,1.5593034947993205,-2.300315099999578,0.9908893973520584,2.00873884736081,1.5571052249626058,1.955404220220334,1.4867902450299522,4.709206720446887,1.3269642244416198,11,chips & popcorn,1.0,6,strange cluster 6,0
Crispy Rice,5.68552170848,58704,1523.0,0.0,81.82,15.15,6.06,0.96266,89.0,66.66999999999999,1493.96,2.84581811866962,1.6882366247488734,-2.174981237325089,-1.172781757941142,-0.8687442950340296,0.2135271107900739,-0.1888094089603568,0.5575564047548326,1.4716136433552502,1.824904842671168,-2.82488202754012,0.4731093555997704,1.1757618357446065,0.6059165310170828,1.1417504728706882,0.5627764208151776,4.300389645105248,1.1206908695545392,16,grains & flours,1.0,6,strange cluster 6,0
Froot Loops,6.84122876528,35495,1590.0,3.45,89.7,41.4,3.45,1.18,98.0,48.3,1711.2000000000005,3.186372380135305,1.9371089632401557,-1.2587600549951572,-0.3262191968781981,-1.2191481330938714,-0.2501305026691581,0.7695546463953588,1.3314975413381915,1.0360869698496027,1.447250678929771,-2.655857149133133,0.6399473776021796,1.2453613894725797,0.6853932845006528,1.3653623279198492,0.8167179112793586,4.915540256088394,1.4310721817399283,16,grains & flours,0.9998,6,strange cluster 6,0
Honey Nut Cheerios,5.996767467040001,13147,1640.0,5.36,78.6,32.1,7.14,1.45,93.0,46.49999999999999,1655.9,2.705730077791248,1.5858622243287634,-0.9750998283729068,-0.0641251386395904,-0.7531966853917768,0.366420781202715,0.5198247793214419,1.1298244755737832,0.987602623967454,1.4052089023577694,-2.4794594694049805,0.8140628110758054,1.296798940365787,0.7441305799740716,1.3091889802500465,0.7529254811843789,4.572356030655142,1.2579146357512148,16,grains & flours,1.0,6,strange cluster 6,0
Rice Chex,6.570960508,13155,1550.0,1.85,85.2,7.41,7.41,2.07,97.0,77.79,1642.82,2.99227683239659,1.7952666246695432,-1.5816156124744187,-0.6245286366337901,-0.7262376429352583,0.4020932366065874,-0.8098448028345018,0.0560300422964148,1.6960075973872115,2.0194814695777334,-2.1641583306127044,1.1252845603649675,1.2039041956168026,0.6380527054349584,1.2958302374580315,0.7377548228371903,4.846622944294866,1.3962991598411485,16,grains & flours,1.0,6,strange cluster 6,0
Special K,7.0860232958400005,298826,1588.0,1.5,79.0,15.0,9.0,1.0,90.0,64.0,1551.5,2.72316300581759,1.5986019667298528,-1.6691797792308043,-0.7054354598946551,-0.5803174078617381,0.5951762471244233,-0.1978613676871324,0.5502463609503349,1.4139347072243251,1.7748902472052133,-2.793714978933894,0.5038731626210968,1.2432950947553385,0.6830337521894482,1.201765663065705,0.6309317824585183,4.368161266842993,1.1548858203654866,16,grains & flours,1.0,6,strange cluster 6,0
Special K Red Berries,7.632982673119999,35504,1480.0,0.0,87.1,29.0,6.45,1.56,95.0,58.099999999999994,1590.35,3.0743500262927244,1.8552445782692744,-2.174981237325089,-1.172781757941142,-0.8254943738950191,0.2707558081943213,0.4213511558319918,1.0503006373611543,1.280330963463616,1.6590396846747042,-2.4157107664399367,0.8769867285969754,1.130671106556515,0.5544267645441112,1.2419566663272308,0.6765740998984359,4.709206720446887,1.3269642244416198,16,grains & flours,0.9999,6,strange cluster 6,0
Chutney,13.7876545872,90098,552.0,0.0,32.35,29.41,0.0,0.41148,33.0,2.9400000000000013,549.95,0.611258633786833,0.0552514960142854,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,0.4349199280020823,1.0612583009929175,-1.2858583075467025,-0.5661559740545195,-3.45737281423066,-0.1511982184137562,0.0456354343463894,-0.6845914190806041,0.0412188295581675,-0.6870260359657219,0.797705917300211,-0.6466284701255525,12,strange cluster 12,0.9999,2,ice cream,0
Apple juice,1.13847963264,296935,188.0,0.1,10.4,10.4,0.1,0.0,11.0,0.0,182.2,-0.4836226077836558,-0.7448725540773392,-2.13144387445196,-1.132554461163222,-2.0178675497034906,-1.3070034541164564,-0.5234787441586554,0.287289209094171,-1.9763648948769852,-1.1649084814431685,-4.552555808837864,-1.2322116542642032,-0.4836657567143092,-1.289008229638167,-0.4937193036022,-1.2945206019895363,-0.3363809452526468,-1.2188450334299354,19,sweet drinks,1.0,18,tomato sauce,0
Horseradish,37.34172553216,150057,418.0,0.0,20.0,10.0,0.0,2.4384,22.0,10.0,340.0,0.009995018237676,-0.3841436282969685,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,-0.5574057835915779,0.2598909241596651,-0.5472920201528252,0.0742700907561955,-2.015336911707452,1.2721805167221107,-0.1380484615049651,-0.8943427598224988,-0.2514172788761318,-1.0193538972193483,0.2038039560033149,-0.9462885318496193,12,strange cluster 12,1.0,2,ice cream,0
Coconut oil,11.576021641759999,151716,3350.0,93.3,0.0,0.0,0.0,0.0,93.0,0.0,3452.1,-1.093501186750432,-1.1905633743594268,1.6238560156731086,2.3372368445336096,-2.0567176527571847,-1.3584102713598358,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-4.552555808837864,-1.2322116542642032,2.871520808698958,2.542328629114742,2.950580790287511,2.6169477736740867,4.572356030655142,1.2579146357512148,17,mayonnaise & oils,1.0,6,strange cluster 6,0
Olive oil,8.38398587568,183057,3367.0,91.0,0.0,0.0,0.0,0.0,91.0,0.0,3367.0,-1.093501186750432,-1.1905633743594268,1.5974582581860544,2.312846060282442,-2.0567176527571847,-1.3584102713598358,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-4.552555808837864,-1.2322116542642032,2.8858362181158,2.558675605557803,2.8793401629825626,2.5360444106773237,4.436080381066987,1.1891551902058597,17,mayonnaise & oils,1.0,6,strange cluster 6,0
Reese's Pieces,8.42933600384,116402,2040.0,23.3,62.8,51.2,11.6,0.354,98.0,11.599999999999994,2126.9,2.009480875780897,1.0770529487341756,0.2364590231146077,1.055321108592454,-0.3783203915281123,0.862460575508805,0.9811463297929915,1.5023715500462578,-0.4314435724590479,0.1747246697659588,-3.5543599207554246,-0.2469304985658346,1.6945191240398,1.1982931040161688,1.773369634342243,1.2800653643488735,4.915540256088394,1.4310721817399283,15,chocolate,1.0,6,strange cluster 6,0
Skittles,7.15035171328,19596,1674.0,3.75,92.5,75.0,0.0,0.0635,96.0,17.5,1711.25,3.3066502781627483,2.02500638558359,-1.208480970196218,-0.2797627389658734,-2.0567176527571847,-1.3584102713598358,1.3675592678334043,1.8144250612211004,-0.0770569075672538,0.4820206580771723,-4.282910490485807,-0.9660550270264964,1.331539834353427,0.7838017174938054,1.3654128977065316,0.8167753401084328,4.7778447209818635,1.3615963166340976,7,gummy bears & fruit snacks,0.9996,6,strange cluster 6,0
Truffles,18.34101973552,94028,2238.0,30.23,58.14,51.16,6.98,0.1778,96.0,6.980000000000004,2225.55,1.8009486062358435,0.924660453778416,0.4829031330319876,1.283028523433041,-0.769512593701894,0.3448314197665635,0.9803632010805038,1.5017391228152417,-0.8030414988173008,-0.1474955584402098,-3.929997013194568,-0.6177075704616138,1.8834590993511684,1.4140464391554162,1.866900413160262,1.3862822076915569,4.7778447209818635,1.3615963166340976,15,chocolate,1.0,6,strange cluster 6,0
Cappuccino,,69181,2230.0,30.0,60.0,33.33,0.0,2.8778200000000003,93.0,26.67,2130.0,1.884375181514317,0.9856274397515594,0.4755697304759542,1.2762526660648954,-2.0567176527571847,-1.3584102713598358,0.5564653436207381,1.1594141078438784,0.340948743724681,0.8444819819891433,-1.8627815874397644,1.4227620688973617,1.8759158346242788,1.4054326742812409,1.7763264778425172,1.2834232598654771,4.572356030655142,1.2579146357512148,6,strange cluster 6,1.0,3,cookies,1
Root beer,0.7453423744,354786,211.0,0.0,12.4,12.4,0.0,0.03048,12.0,0.0,210.8,-0.3780098188207048,-0.6676921903647438,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,-0.3690059999423589,0.4120359695364087,-1.9763648948769852,-1.1649084814431685,-4.413888742391145,-1.0953386726008665,-0.4468657941024558,-1.2469858113890773,-0.4479502624758847,-1.2425436684849256,-0.2901625495280113,-1.1955250105672597,19,sweet drinks,0.9994,12,strange cluster 12,0
Shirley Temple,1.67458908928,144416,213.0,0.0,12.11,12.11,0.0,0.0203199999999999,12.0,0.0,205.87,-0.3932131133058186,-0.6788025474485095,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,-0.3900026370299746,0.3950798231938938,-1.9763648948769852,-1.1649084814431685,-4.457971871532733,-1.1388514509502767,-0.4436938828845657,-1.2433637593437248,-0.4557735939349421,-1.2514281189568006,-0.2901625495280113,-1.1955250105672597,19,sweet drinks,0.9999,12,strange cluster 12,0
Rockstar Energy Drink,2.72666851776,154057,227.0,0.0,13.3,12.9,0.0,0.037,13.0,0.4000000000000003,226.1,-0.3310459427758933,-0.6333716400783259,-2.174981237325089,-1.172781757941142,-2.0567176527571847,-1.3584102713598358,-0.3337902559296976,0.440474967007648,-1.8322384061989792,-1.0399334297051022,-4.386606439718476,-1.0684093503822802,-0.4216114849426114,-1.2181475445326604,-0.4238389765177972,-1.215162043785919,-0.2432786387740196,-1.171869194446148,19,sweet drinks,0.9997,12,strange cluster 12,0
Coconut milk,2.3152061427199997,57711,745.0,17.0,5.6,1.0,2.1,0.0381,25.0,4.6,759.9,-0.746427968459718,-0.9369270724909544,-0.0512275755306055,0.7895067960339409,-1.4655529923602246,-0.5761757013312919,-2.0542380768298187,-0.9488982409071473,-1.0580988843710744,-0.36866107942208,-4.38207733829965,-1.063938846813298,0.2942421578610456,-0.4007037470941212,0.3106188805985279,-0.3810858590583964,0.3612577703109681,-0.8668433998431698,4,creams & dips,0.9999,6,strange cluster 6,0
Flan,4.90536161216,338193,405.0,1.4,18.5,17.0,2.5,0.11,23.0,1.5,408.8,-0.0652164638508343,-0.4391071379244903,-1.695728801167709,-0.729966008236124,-1.3857345237621714,-0.4705591622401199,-0.083277408450564,0.6427803402353314,-1.547044229106178,-0.7926356750418596,-4.123807196640578,-0.8090102233894194,-0.1564544918935628,-0.9153608764834644,-0.1523911389821299,-0.9068963284823564,0.2558745339492432,-0.9200157231739052,8,yoghurt and milk,0.9735,2,ice cream,0
"Cheese, Swiss",14.154129707680001,86170,1795.0,35.71,0.0,0.0,21.43,1.08966,58.0,0.0,1685.58,-1.093501186750432,-1.1905633743594268,0.6443551862407294,1.432205672236445,0.1595443214202125,1.574168159964445,-2.5559505131365374,-1.354063575545146,-1.9763648948769852,-1.1649084814431685,-2.7226516516703256,0.5740170672894732,1.4536934180432133,0.9232906903109668,1.3393984739061726,0.7872324451130951,2.28099401570546,0.1017815909425748,14,cheese,1.0,4,creams & dips,0
Queso Fresco,8.5938901096,23494,1343.0,25.0,3.57,3.57,21.43,1.81356,52.0,0.0,1350.0,-0.8636324774215248,-1.0225785046636402,0.3023674657548012,1.1162186528461957,0.1595443214202125,1.574168159964445,-1.363635088910803,-0.3911915339297849,-1.9763648948769852,-1.1649084814431685,-2.282701184711231,1.0082754224989003,0.9846645720499628,0.3876997565618207,0.988878880159226,0.3891700612854143,1.9111163379672695,-0.0848444432590063,4,creams & dips,0.9999,6,strange cluster 6,0
Bratwurst,7.43198698608,147653,1335.0,26.09,2.9,1.45,17.39,2.1717,49.0,1.45,1310.26,-0.9035929936793478,-1.0517810965959844,0.3425823535927961,1.1533760762910648,-0.0309268818667294,1.322134894467936,-1.8925620572616375,-0.8183343683958522,-1.5578378497988163,-0.8019950462225257,-2.1208006587141517,1.1680812674909224,0.9760227146118609,0.3778314925219013,0.9459498121667772,0.3404183011971853,1.7291849367057186,-0.1766400231431558,14,cheese,0.9964,4,creams & dips,0
Chorizo,8.74166131136,19325,1293.0,23.64,1.82,0.0,20.0,2.77114,48.0,1.82,1245.62,-0.9699722115555724,-1.1002901098409794,0.2499705955302758,1.0678054208620176,0.0957658277688703,1.489775864719791,-2.5559505131365374,-1.354063575545146,-1.4813184218568602,-0.7356434716179572,-1.897725786363016,1.3882699806097654,0.9304321470498448,0.3257709532623499,0.8754012456061406,0.2603008667320899,1.6690092374613152,-0.2070023639417786,14,cheese,0.9989,4,creams & dips,0
Knockwurst,14.04360748096,120053,1197.0,23.21,1.79,1.79,14.29,2.1310599999999997,41.0,0.0,1132.13,-0.971860130161485,-1.101669774615434,0.2328535568929149,1.0519897593753356,-0.2030902148913817,1.0943267729662394,-1.7860790851191204,-0.7323424616395358,-1.9763648948769852,-1.1649084814431685,-2.1379005391530357,1.151202626572562,0.824772239079829,0.2051163511990816,0.7492330743376796,0.1170198521632998,1.2547359554928466,-0.4160287106038061,14,cheese,0.9935,4,creams & dips,0
Hummus,10.22340122592,100023,895.0,14.29,17.86,0.0,7.14,1.17856,40.0,17.86,953.73,-0.0974880893335802,-0.4626907949494813,-0.2041319613323161,0.6482274511132294,-0.7531966853917768,0.366420781202715,-2.5559505131365374,-1.354063575545146,-0.058175355528996,0.4983932413859084,-2.6568873056271163,0.6389305493492684,0.4772270563495646,-0.1917506017157899,0.5442570369276326,-0.1157581480813895,1.196600619311169,-0.4453615627643028,13,"pizza, tortillas",0.9999,6,strange cluster 6,0
Sesame seeds,37.11592743456,297453,2209.0,41.1,18.0,2.4,21.6,0.1,81.0,15.6,2193.9,-0.0904190340534451,-0.4575248272387274,0.7827187018131746,1.560049662704788,0.1668917784404173,1.583890383344888,-1.6200393632211667,-0.5982546164563293,-0.1812174672365529,0.3917008879007196,-4.155918292562108,-0.8407058635719135,1.856079537976624,1.382781315554798,1.8370181522091809,1.3523468607364997,3.763687479507542,0.8498916222861003,0,nuts and seeds,1.0,6,strange cluster 6,0
Croissant,9.223140147519999,271303,1699.0,18.0,51.0,11.0,8.4,1.2,79.0,40.0,1675.8,1.47813575541487,0.6887532925140477,0.0,0.8368396326618309,-0.6330040088279867,0.5254608473144539,-0.4746243549422491,0.3267422972039887,0.8009944273604476,1.2433970852544587,-2.641658973108736,0.6539618565728359,1.3569654435011176,0.8128355943243755,1.3294596746885308,0.7759455950210132,3.631083960664127,0.7829849925206838,3,cookies,0.9848,13,"pizza, tortillas",0
Bagel,4.81794536192,110094,1176.0,1.75,54.39,3.51,10.53,1.24714,68.0,50.88,1168.39,1.6319297646061068,0.8011438247853039,-1.6058357887651924,-0.6469073972055249,-0.4568421470313057,0.758559859230057,-1.3752819879599438,-0.4005971603588958,1.103465487431204,1.5056759815790808,-2.6089767276431552,0.6862212567242474,0.8013767782364363,0.1784007305594406,0.7898768077970556,0.1631763059453845,2.913810874943365,0.4210766117658234,13,"pizza, tortillas",0.9552,16,grains & flours,0
Croutons,8.87479056336,313698,1494.0,14.29,50.0,0.0,7.14,1.63322,73.0,50.0,1500.11,1.432576881359045,0.65545949822557,-0.2041319613323161,0.6482274511132294,-0.7531966853917768,0.366420781202715,-2.5559505131365374,-1.354063575545146,1.0807527592326074,1.4859813063825331,-2.375438812383067,0.9167376411273896,1.1453889333167406,0.5712332672669328,1.1481935205774705,0.5700933724921464,3.2372464865062796,0.5842697676076726,13,"pizza, tortillas",0.5275,11,chips & popcorn,0
Cheesecake,11.72468188384,7038,1335.0,17.7,35.4,24.78,4.42,0.4724399999999999,58.0,10.619999999999996,1331.84,0.755850949914786,0.1609175584143307,-0.0151079286970335,0.8228803321601847,-1.0741311112501954,-0.0582426322870957,0.2703539635864962,0.92836061056831,-0.501083336405171,0.1143385937432685,-3.3639627656711504,-0.0589967159858546,0.9760227146118609,0.3778314925219013,0.9693024513814356,0.3669383799610721,2.28099401570546,0.1017815909425748,2,ice cream,0.9488,3,cookies,0
Baklava,13.913036487840001,119169,2075.0,32.14,14.29,10.71,4.29,0.09144,51.0,3.5799999999999983,1505.04,-0.2797455284280586,-0.5958820076497978,0.5419501857308098,1.3375863366772376,-1.0923721389386956,-0.0823793295673616,-0.497944032784684,0.3079101447737382,-1.1912843887767075,-0.4841489779793042,-4.184263028833359,-0.8686838735444388,1.7282677134535993,1.2368311143566104,1.1533534532144003,0.5759531735488872,1.85024207023609,-0.1155592548179692,6,strange cluster 6,1.0,17,mayonnaise & oils,1
Churros,0.80541609888,344255,730.0,1.7,33.0,7.1,5.2,1.5,41.0,25.9,712.3000000000001,0.6421829825492154,0.0778505818683016,-1.6181769089342772,-0.6583102445727493,-0.9711954855256572,0.0779627438515678,-0.8447770159406345,0.0278200144227195,0.3099708342196101,0.8176203975667081,-2.44997440182931,0.8431663986618142,0.2754914664570476,-0.4221154372349316,0.2511934995320389,-0.4485714127027167,1.2547359554928466,-0.4160287106038061,13,"pizza, tortillas",0.9917,1,beans & peas,0
Fruit Whirls,6.59398483792,78397,1569.0,0.0,90.62,53.12,6.25,1.03124,98.0,37.50000000000001,1646.79,3.225933029836711,1.9660193382301787,-2.174981237325089,-1.172781757941142,-0.8474439896308456,0.2417118727603651,1.0180729380743665,1.5321921813854078,0.7236942966490955,1.1763685471722376,-2.7683721114801507,0.5288881421773666,1.223630987003353,0.6605790184940686,1.2998878022886828,0.7423627362258792,4.915540256088394,1.4310721817399283,7,gummy bears & fruit snacks,0.9745,16,grains & flours,0
Puffins Cereal,11.38233785776,72088,1536.0,1.67,83.33,16.67,6.67,0.635,92.0,66.66,1591.79,2.911321043827494,1.7361052554096652,-1.62565785216554,-0.6652224253683509,-0.801883409090804,0.3019980561480173,-0.1013248552598626,0.6282058563343969,1.4714006156243358,1.8247201219308176,-3.150970464197626,0.1512398753046892,1.1893280444725995,0.6214079841806398,1.2434413765058472,0.6782601890173794,4.504145717610168,1.2234983381982645,16,grains & flours,1.0,6,strange cluster 6,0
